IDENT,LATITUDE,LONGITUDE
AGSIL,8.834622,-12.892481
EGAGA,8.150028,-13.633172
MATRU,7.666739,-12.066483
NAMIB,7.400097,-14.333183
RAMAK,8.483328,-11.116467
TEKTO,7.816725,-11.899814
