IDENT,LATITUDE,LONGITUDE
ALSAR,-1.451228,30.744514
BOSAD,-1.9073,30.82035
DATAN,-2.098672,30.896186
GAVDA,-2.818722,29.679033
KAROS,-2.189722,29.278611
LABAG,-2.519175,29.250656
MITON,-1.935894,29.233989
RANAG,-1.758333,29.463333
